#{"t_start": 1707334783.5542235, "env_id": "BipedalWalker-v3"}
r,l,t
-101.484948,69,0.145348
-98.9398,91,0.183755
-76.811152,1600,1.005183
-86.985576,1600,1.784359
-109.559792,72,1.808834
-103.987822,89,1.837894
-82.671399,1600,2.617142
-104.72799,66,2.63984
-112.554071,58,2.66027
-118.802083,92,2.691558
-86.187792,1600,3.444525
-79.562633,1600,4.219738
-110.740834,60,4.240738
-113.595037,82,4.269412
-113.294311,70,4.29366
-98.725832,70,4.318155
-104.556096,55,4.337198
-103.364405,105,4.371145
-107.902635,36,4.630091
-101.656525,61,4.65127
-98.923098,90,4.682251
-111.380245,55,4.702133
-100.342255,95,4.733559
-102.069215,109,4.770386
-111.958056,62,4.792482
-100.625525,63,4.814511
