#{"t_start": 1707334783.553399, "env_id": "BipedalWalker-v3"}
r,l,t
-81.480078,1600,1.054035
-80.127907,1600,1.905797
-101.363673,58,1.926316
-75.667924,1600,2.777842
-111.10766,47,2.795153
-95.101843,1600,3.636305
-120.644025,109,3.673341
-109.899182,65,3.696047
-125.17957,109,3.732823
-98.048739,80,3.759793
-103.947827,86,3.789428
-84.679819,1600,4.643719
-114.377049,55,4.663254
-87.424913,1600,8.103265
-116.230047,91,8.991287
-110.999454,52,9.840614
-115.024239,62,10.703249
-85.538077,1600,35.133793
-115.353054,42,35.825836
-110.689746,38,35.861771
-116.772402,47,36.558044
