#{"t_start": 1704375378.9634578, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-103.752501,85,0.171385
-291.450878,108,0.256303
-377.005267,121,0.31689
-101.000754,111,0.350058
-80.154487,112,0.388523
-166.120705,90,0.417294
-133.639062,105,0.449707
-288.147103,117,0.4868
-262.34618,139,0.536548
-98.106779,74,0.558296
-394.200192,115,0.596652
-96.32596,91,0.624047
-257.126212,95,0.654041
-427.574101,109,0.688739
-262.480805,93,1.753714
-273.474846,88,1.780052
-84.976595,84,1.805925
-88.904667,120,1.845032
-293.934158,123,1.885384
-172.728222,116,1.92332
-369.422798,113,1.959113
-166.296813,104,1.993758
-366.020111,90,2.022026
-104.323573,114,2.05673
-349.6495,137,2.101676
-115.984808,116,2.140122
-232.020538,154,2.193645
-49.155259,92,2.703606
-254.404316,122,2.742664
-242.78029,86,2.770676
-315.882407,94,2.79887
-162.215278,99,2.829403
-71.119959,80,2.853737
-288.94156,68,2.874595
-375.815337,186,2.947513
-59.794065,80,2.972058
-253.783144,162,3.032397
-138.949532,96,3.062841
-112.569356,124,3.105438
-217.739928,94,3.136058
-267.738023,150,3.188787
-538.516041,100,3.918995
-402.332162,84,3.944262
-47.313053,156,4.002119
-51.862145,65,4.021122
-226.794744,99,4.052372
-308.588194,156,4.108809
-97.324114,89,4.135476
-228.714402,100,4.166785
-247.424853,104,4.199906
-72.776139,107,4.240199
-204.537922,70,4.261957
-37.213694,77,4.284871
-353.320754,109,4.319899
-133.182276,153,4.37268
-395.502076,127,5.382112
-285.325826,169,5.445407
-326.092961,95,5.475873
-125.120437,109,5.510935
13.932423,95,5.540822
-353.289433,122,5.58403
-338.21208,99,5.614226
-90.663858,95,5.644563
-251.137235,121,5.683384
-292.239248,134,5.727315
-416.397876,91,5.757118
-178.009136,184,5.827353
-277.446658,75,5.849906
-298.96805,91,6.495454
-70.942891,70,6.51655
-253.930453,105,6.547476
-355.387432,99,6.5779
-239.410021,87,6.604995
-76.276077,73,6.628404
-114.200373,97,6.658747
-381.904753,207,6.748804
-263.411556,93,6.77762
-103.829736,96,6.806249
-186.808751,80,6.830722
-358.667794,112,6.866637
-438.863572,89,6.893317
-130.712642,83,6.919585
-233.771434,142,6.96862
-119.501049,76,8.007678
-90.182133,94,8.037831
-133.109153,123,8.07952
-305.996725,92,8.106429
-52.910998,161,8.164406
-164.109368,126,8.205986
