#{"t_start": 1707344360.288759, "env_id": "BipedalWalker-v3"}
r,l,t
-101.484948,69,0.352145
-98.9398,91,0.392051
-76.811152,1600,0.97845
-86.985576,1600,1.509351
-109.559792,72,1.534472
-103.987822,89,1.56412
-82.671399,1600,2.091534
-104.72799,66,2.114658
-112.554071,58,2.135349
-118.802083,92,2.167309
-86.187792,1600,2.690151
-79.562633,1600,3.231137
-110.740834,60,3.252506
-113.595037,82,3.281886
-113.294311,70,3.307798
-98.725832,70,3.33279
-104.556096,55,3.352385
-103.364405,105,3.391869
-107.902635,36,3.405857
-101.656525,61,3.427247
-98.923098,90,3.458617
-111.380245,55,3.478942
-100.342255,95,3.510945
-102.069215,109,3.548737
-111.958056,62,3.571249
-100.625525,63,3.593794
-176.596984,1017,10.843666
-99.197763,82,11.655986
-121.946057,58,12.427295
-116.964232,64,13.200083
-103.377191,100,13.99622
-102.171681,64,14.775331
-105.042678,66,15.549396
-125.671465,107,17.083263
-120.801622,76,17.865369
-102.376983,76,18.656672
-104.927522,62,19.447732
-103.345709,111,21.056203
-109.874421,100,22.593773
-109.049312,88,23.390439
-112.018969,112,24.926425
-107.311813,49,25.689018
-102.206237,44,25.723795
-108.308232,74,26.507261
-107.151241,135,28.774798
-122.424347,108,29.57624
-114.417483,110,31.130845
-105.681689,92,31.927573
-117.239622,1600,51.406866
-138.266402,117,52.972064
-108.771541,91,54.564336
-136.394804,136,56.117288
-132.488737,90,56.908523
-122.275417,73,57.686809
-131.419395,131,59.228574
-184.074018,1310,75.751338
-105.664463,138,77.353089
-112.586318,101,78.915664
-128.793263,121,79.741891
-115.032751,1600,99.163279
-61.662948,1600,118.49157
-69.086665,1600,141.327071
-113.221519,82,142.849973
-120.309553,68,143.637955
-116.903753,61,144.412943
-117.997525,57,145.20048
-120.556851,57,145.97832
-121.450597,59,146.024126
-79.043503,1600,165.428858
-76.42727,1600,185.011149
-63.62802,1600,204.385475
-112.010193,1600,223.761217
-145.102512,400,229.287578
-105.451842,74,230.08115
-102.212993,119,231.623826
-75.339959,1600,251.058555
-63.019102,1600,270.481607
-65.788867,1600,290.001977
-124.084403,106,290.807014
-61.280375,1600,310.172032
-127.58263,73,311.683344
-124.628218,78,312.470932
-125.477036,77,313.257184
-47.268493,1600,332.854911
-105.152314,78,333.641514
-50.905086,1600,353.013438
-101.062782,105,354.553783
-55.070546,1600,378.154639
-54.400578,1600,397.571267
-48.969922,1600,416.948708
-59.72308,1600,436.464879
-52.564272,1600,455.851812
-107.332387,137,457.404801
-102.552259,75,458.186569
-68.514562,1600,477.676551
-113.244617,637,485.567594
-103.042387,221,488.637442
-60.356968,1600,507.96883
-57.109807,1600,527.353937
-37.329214,1600,547.174556
-54.889658,1600,566.779122
-72.21743,1600,586.140305
-80.01426,1600,605.667545
-75.136172,1600,629.968157
-90.333424,554,636.217019
-104.617973,80,637.012346
-62.178705,1600,656.442539
-83.416722,516,662.653582
-5.522478,1600,682.216862
-113.62035,1325,698.594065
-12.896602,1600,718.247027
91.199938,1600,737.780058
-65.962872,582,744.817348
-26.909294,1114,758.92276
-56.787242,1600,778.812399
121.087207,1600,798.53275
136.45808,1600,818.616704
143.250179,1600,838.69312
-57.748064,1600,858.895841
20.700348,1600,884.411156
95.481107,1600,904.913605
-127.742208,1600,925.829764
-86.071703,1600,946.592735
-101.334144,100,947.445149
-82.555821,1600,968.349804
124.339522,1600,989.024948
206.817362,1600,1009.726583
-57.015841,479,1016.538217
