#{"t_start": 1707344410.6423438, "env_id": "BipedalWalker-v3"}
r,l,t
-99.499717,74,0.251
-101.506029,68,0.28943
-82.485619,1600,0.882704
-87.030401,1600,1.404142
-113.627422,68,1.428068
-103.856333,69,1.451998
-102.314415,88,1.482041
-99.878739,87,1.511422
-100.862167,85,1.540159
-102.53525,84,1.569607
-78.600221,1600,2.096861
-90.29347,1600,2.620976
-82.527572,1600,3.144238
-83.377551,1600,6.641959
-107.950042,41,7.64525
-114.444079,82,8.673372
-109.521089,157,11.393269
-167.855602,1272,27.139302
-126.480789,192,29.630323
-113.826467,78,31.252455
-124.540396,150,32.920494
-128.119559,172,35.374434
-117.835994,516,41.939919
-101.935139,43,41.974515
-103.699101,72,43.579598
-124.54868,108,44.434179
-103.33601,188,46.900795
-96.570828,111,48.554966
-74.667235,1600,69.392476
-81.630816,1600,91.083112
-71.51921,1600,112.728171
-147.555108,476,118.812566
-63.548256,1600,146.129404
-116.092847,76,147.825047
-97.96281,121,148.74328
-106.620423,182,151.344984
-98.662145,114,153.078227
-116.344212,70,153.953707
-100.148486,146,155.70058
-90.683928,1600,177.265984
-101.12287,1600,198.835207
-68.762268,1600,220.605782
-84.186378,1600,242.201935
-126.293061,1130,257.703451
-106.74024,128,259.425267
-140.221394,1396,278.537995
-51.386907,566,286.326415
-96.773706,250,289.782643
-102.074197,187,292.372057
-48.38192,1600,314.021597
-33.177094,1600,335.639239
-110.640352,770,346.015811
-97.037584,241,348.642767
-116.253775,483,355.499182
-99.578601,171,358.059851
-80.842424,534,365.030816
-93.750133,950,377.999527
-86.389913,770,388.381517
-92.980089,111,390.099057
-8.756089,1600,411.690027
-90.537579,108,412.588637
-92.002052,318,422.816781
-59.853627,816,434.078366
-91.033838,103,435.787516
-79.868286,280,439.255744
67.904017,1600,460.778368
124.895728,1600,482.210401
-182.335346,1443,502.03417
30.576218,946,514.149756
-8.887191,1121,529.679933
209.015416,1600,551.286436
222.17805,1600,572.918279
-48.865377,343,577.293468
127.654203,1406,596.379899
-79.355087,227,599.79957
9.874319,669,608.443315
43.583363,1036,622.26663
269.387249,1543,643.147884
270.535106,1511,663.92678
281.475229,1297,681.270092
280.364501,1370,704.135129
-120.07208,72,705.017029
-86.673175,181,707.606954
-119.378066,85,708.495598
-117.231776,86,709.389192
-117.201163,61,710.259167
280.735731,1347,728.396021
150.55993,1164,744.64064
42.427248,652,753.304393
279.876562,1339,771.477432
286.715338,1269,788.158674
286.411788,1184,804.484564
282.088594,1248,820.954506
-23.157855,367,826.157122
5.421639,509,833.062025
-56.218528,282,837.3463
281.824119,1245,853.777665
-58.965292,202,856.381375
40.447676,620,865.037939
47.664608,705,874.692808
287.475654,1164,890.374645
285.539327,1153,906.100941
288.602981,1136,921.973194
288.544577,1131,936.952457
294.05815,1097,953.004044
289.685014,1139,970.840629
292.242479,1086,986.097253
-42.253301,281,990.579437
13.891941,457,996.738012
291.85766,1127,1012.693177
-44.370766,238,1015.443111
294.323241,1066,1030.762094
298.294953,1025,1045.133128
294.816589,1092,1060.42618
296.499658,981,1073.919014
297.410626,945,1087.387511
37.469265,505,1094.59587
301.206379,990,1108.144249
302.322256,939,1121.620121
301.509075,992,1136.033454
