#{"t_start": 1707344275.8193693, "env_id": "BipedalWalker-v3"}
r,l,t
-99.595425,75,0.548356
-103.299626,67,0.588327
-99.465372,59,0.621826
-102.922965,71,0.661463
-105.821982,56,0.690939
-96.988104,1600,1.256473
-123.405392,113,1.294724
-83.320018,1600,1.835364
-102.746041,67,1.859077
-85.927843,1600,2.417876
-99.229809,125,2.468756
-109.785396,63,2.491566
-98.054049,82,2.521293
-106.705514,60,2.541697
-78.190611,1600,3.125314
-105.063013,74,3.151283
-114.231724,78,3.178522
-117.732946,88,3.209337
-82.378573,1600,3.783203
-102.640813,73,3.809919
-106.271581,73,3.835509
-125.538772,125,3.877348
-83.06594,1600,17.755538
-101.476544,80,18.586333
-109.008829,47,19.390547
-102.201031,54,19.432477
-221.367525,1388,37.430863
-130.985059,157,39.855351
-127.191738,140,41.495259
-129.625148,279,44.770944
-139.84904,660,53.157611
-112.143767,56,53.963321
-111.112484,44,54.768157
-109.615187,36,55.561624
-107.211779,35,55.59039
-107.614307,35,56.383355
-106.84012,36,56.412611
-106.805395,36,57.205462
-119.649696,77,58.025976
-107.812387,38,58.819823
-149.607425,908,70.206798
-101.007531,62,71.026474
-101.74981,58,71.835341
-99.793061,76,72.657611
-104.949535,58,73.464547
-99.227024,67,74.282987
-99.151165,79,75.110182
-104.327366,52,75.912569
-101.954563,65,76.726643
-98.848532,166,78.384793
-82.594648,1600,99.423718
-89.075727,1600,120.029053
-204.188581,1423,143.49701
-127.459274,68,144.318399
-116.28889,51,144.359994
-118.764204,73,145.95343
-122.608722,89,146.792417
-123.48021,95,148.409081
-122.179645,88,149.249231
-117.873759,49,150.056723
-115.257347,71,150.884926
-124.030173,102,151.73369
-129.08327,110,153.362088
-130.996886,1261,169.779129
-108.694828,113,171.407042
-108.142599,102,172.247754
-108.933889,100,173.860097
-108.609317,34,173.888573
-117.252948,246,177.183651
-106.458952,135,178.835534
-110.423384,38,179.635282
-117.779898,163,181.293668
-111.03259,40,182.093364
-133.476789,265,185.363425
-119.478514,114,186.982239
-114.981281,171,189.403492
-104.190035,136,191.032874
-132.405149,152,192.681067
-115.366804,64,193.498618
-115.754467,56,194.315296
-115.178375,86,195.148264
-124.012737,70,195.967908
-120.557722,65,196.788256
-109.379931,96,198.40622
-107.509709,98,199.255749
-127.113077,154,201.690654
-86.408009,1600,222.119454
-80.137865,1600,242.625569
-115.834688,1600,263.064707
-121.731554,73,263.898335
-139.050924,312,267.997194
-123.818572,293,271.317034
-124.679294,72,272.925043
-130.514196,92,273.773368
-115.984627,55,274.589401
-115.412837,62,275.40832
-124.440115,121,277.025758
-138.561577,100,277.870448
-111.507466,46,278.673719
-130.879565,132,280.308852
-111.192392,73,281.142193
-144.655215,1494,300.711266
-135.994445,148,302.378069
-119.941489,72,303.214045
-120.803521,83,304.064325
-106.875167,1600,324.547973
-79.165188,1600,344.982747
-92.171947,1600,365.439619
-78.52131,1600,385.956082
-53.294556,1600,407.64933
-78.430774,1600,428.187332
-51.780891,1600,448.708686
-57.763681,1600,469.264985
-56.684967,1600,490.045246
-104.370841,148,492.532302
-104.445007,90,493.395082
-108.215334,127,495.051433
-91.963318,1600,515.576052
-70.724695,1600,536.052577
-59.369685,1600,556.794976
-114.921882,95,557.646195
-52.632606,1600,578.356709
-67.153544,1600,598.847659
-104.565535,93,600.457613
-175.348257,1600,621.04714
-107.88016,94,621.890034
-113.243454,111,623.54142
-118.099296,349,628.421703
-132.046806,119,629.280389
-122.411531,95,630.896542
-118.766676,75,631.72036
-123.410205,84,632.558003
-106.971861,113,634.183866
-159.602349,621,642.411068
-85.420975,1600,667.798252
-78.002337,1600,688.386756
-56.168578,1600,709.117705
-59.753786,1600,729.617487
-61.778842,1600,750.293604
-60.432621,1600,771.135462
-121.334204,71,771.984733
-115.772113,58,772.847661
-120.482161,75,773.697013
-91.514071,1600,794.607049
-54.976359,1600,815.489434
-110.014256,67,816.31928
-107.810138,74,817.167028
-114.003905,45,817.976505
-115.330434,49,818.788541
-112.04903,148,820.444511
-110.662794,150,822.111861
-111.225479,105,823.74175
-128.112983,380,828.669081
-130.644193,178,831.127785
-108.681365,221,833.621476
-71.6504,1600,854.535125
-61.680037,1600,875.354866
-66.583517,1600,896.257573
-118.426342,77,897.144172
-57.299698,1600,923.320962
-54.297557,1600,944.70885
-84.607374,1600,966.296847
-52.261036,1600,987.827618
-59.143902,1600,1009.603764
-57.588322,1600,1031.229152
-60.541171,1600,1053.082943
-50.944505,1600,1074.739421
-49.31527,1600,1096.52601
-75.770344,1600,1118.16539
-94.764935,140,1120.735075
-103.339951,121,1121.648846
-116.212265,387,1126.839726
-94.167145,130,1129.387503
-99.586416,218,1132.021092
-75.305939,1600,1154.012022
-76.680313,1600,1175.720397
-118.15011,73,1176.593594
-72.519432,1600,1203.165359
-51.362225,1600,1224.449429
-101.877698,90,1225.3166
-101.925489,83,1226.981581
-75.709744,1600,1248.417277
-69.014908,1600,1269.693608
-61.824932,1600,1291.174646
-72.943668,1600,1312.508815
-52.8039,1600,1334.000744
-52.009117,1600,1355.307116
-52.793681,1600,1376.728327
-57.495501,1600,1398.248992
-57.155647,1600,1419.655115
-77.23024,1600,1441.233587
-130.036823,1600,1462.588212
-163.750607,472,1469.019825
-141.871432,326,1473.406714
-131.230043,224,1476.870759
-118.084838,1600,1498.337297
-132.041181,1101,1512.928174
-108.03228,116,1514.642375
-101.462884,93,1515.527608
-64.134395,1600,1537.23257
-63.491159,1600,1558.830413
-67.28852,1600,1580.561409
-49.112427,1600,1602.138084
-49.178545,1600,1623.880567
-122.891442,67,1624.754727
-131.584902,125,1626.476995
-113.981578,62,1627.355608
-117.955281,60,1628.226916
-127.307819,82,1629.105756
-120.406337,64,1629.980836
-65.081528,1600,1651.570821
-75.200329,1600,1673.245593
-146.741251,1047,1687.855771
-109.903531,88,1688.736809
-108.696552,123,1690.462992
-148.409264,1600,1712.027936
-104.611695,69,1712.894574
-198.258279,1130,1728.543082
-103.736698,105,1729.437962
-103.915088,57,1730.300975
-106.039779,63,1731.165568
-106.780785,69,1732.040884
-106.661641,83,1733.736046
-69.629602,1600,1758.726942
-74.621362,1600,1780.323325
-85.511408,1600,1801.891411
-79.317027,1600,1823.429816
-64.74127,1600,1844.952478
-53.879746,1600,1866.500998
-52.075242,1600,1888.054869
-45.737081,1600,1909.590813
-60.629534,1600,1931.219567
-48.074379,1600,1952.831543
-45.855207,1600,1974.433125
-39.417646,1600,1996.026358
-38.634713,1600,2022.490264
-42.761105,1600,2044.042816
-60.990726,1600,2065.58559
-42.944213,1600,2087.181964
-49.768119,1600,2108.772406
-53.190617,1600,2130.359354
-46.778308,1600,2151.928305
-61.637495,1600,2173.432275
-57.211081,1600,2194.967866
-54.74694,1600,2216.502006
-51.399697,1600,2238.101528
-44.618645,1600,2259.692145
-52.366554,1600,2281.247682
-45.904254,1600,2307.34317
-49.16528,1600,2328.763618
-47.166887,1600,2350.244649
-45.780799,1600,2371.712325
-46.817624,1600,2393.141431
-67.517627,1600,2414.581316
-47.446526,1600,2436.026998
-47.645791,1600,2457.490007
-42.282092,1600,2478.938702
-53.988997,1600,2500.455866
-53.86271,1600,2521.958587
-52.159538,1600,2543.402852
-54.018506,1600,2569.452818
-129.348986,1600,2590.875057
-48.827494,1600,2612.334139
-73.717467,1600,2633.881909
-142.022913,955,2647.054164
-85.850969,1600,2669.012905
-44.887419,1600,2690.966091
-53.539819,1600,2712.886189
-44.008799,1600,2734.849767
-42.305069,1600,2756.774508
-38.210234,1600,2778.766123
-42.5407,1600,2800.767752
-35.359265,1600,2822.772693
-38.676857,1600,2849.34232
-26.881396,1600,2871.316719
-94.529533,1600,2893.209304
-28.853063,1600,2915.23242
-35.070238,1600,2937.386287
-39.79748,1600,2959.44275
-46.192071,1600,2981.590626
-44.663483,1600,3003.689706
-64.682546,1600,3025.768319
-42.348578,1600,3047.873935
-52.356645,1600,3070.005849
-46.749835,1600,3092.073004
-38.281777,1600,3114.319932
-38.649537,1600,3140.970615
-44.326595,1600,3163.109584
-52.145596,1600,3185.161964
-47.832485,1600,3207.222431
-46.08325,1600,3229.357595
-47.748636,1600,3251.439521
-37.811234,1600,3273.569305
-31.365055,1600,3295.684066
-47.439819,1600,3317.794019
-38.880744,1600,3339.886976
-40.124751,1600,3362.020363
-85.980482,1600,3384.150821
-56.218322,1600,3411.011098
-39.326075,1600,3433.138066
-88.605785,1600,3455.256424
-22.657857,1600,3477.396468
-49.738082,1600,3499.575823
-21.695585,1600,3521.679635
-27.393915,1600,3543.828799
-36.496132,1600,3565.924896
-33.074865,1600,3588.082129
-85.726687,1600,3610.205125
-28.648536,1600,3632.264366
-10.099639,1600,3654.412542
-72.405542,1600,3676.459657
23.560806,1600,3703.181668
7.421418,1600,3725.284267
-11.187139,1600,3747.405815
-1.512114,1600,3769.566343
-13.208279,1600,3791.69804
28.394459,1600,3813.789245
13.745407,1600,3835.831722
29.712524,1600,3857.891738
34.465057,1600,3879.993599
31.043812,1600,3902.069862
40.022762,1600,3924.140302
53.834106,1600,3946.176972
81.09816,1600,3968.811089
-81.041392,922,3981.175633
72.43342,1600,4003.222751
13.522253,1600,4025.282969
78.390866,1600,4047.314218
102.411521,1600,4069.345781
85.255654,1600,4091.431271
73.330317,1600,4113.502684
88.453663,1600,4135.569195
75.399069,1600,4157.659618
109.198507,1600,4179.7349
118.570871,1600,4201.79802
105.40897,1600,4223.918114
116.753185,1600,4250.144251
100.608125,1600,4272.264527
126.213283,1600,4294.351864
140.060344,1600,4316.409394
159.448369,1600,4338.522648
137.370496,1600,4360.594466
131.530213,1600,4382.696846
57.269134,1600,4404.793199
181.327709,1600,4426.86027
140.307624,1600,4448.935215
125.987006,1600,4470.981364
161.855868,1600,4493.03754
159.386584,1600,4516.243819
-86.113545,1600,4538.511679
196.286441,1600,4560.565513
-85.524738,283,4564.11866
200.295678,1600,4586.22771
238.974553,1600,4608.346262
221.370966,1600,4630.48654
192.266678,1600,4652.598575
179.28603,1600,4674.688391
183.126274,1600,4696.765208
209.350408,1600,4718.871042
237.724744,1600,4740.924091
248.163087,1541,4762.971395
251.770588,1451,4782.397357
252.140949,1475,4807.073288
244.770725,1526,4828.298004
245.730843,1588,4850.341351
242.186565,1600,4872.432528
227.722351,1600,4894.554287
248.284665,1552,4915.774489
82.927286,1371,4935.215985
256.032529,1401,4953.878089
251.483894,1522,4975.159128
249.736209,1546,4996.451688
258.290221,1364,5015.930732
245.647348,1559,5037.231732
-9.17135,713,5046.952874
243.062879,1595,5069.045693
248.955874,1459,5093.505995
248.716688,1474,5113.806284
219.992973,1600,5135.91778
224.056184,1600,5157.999309
246.70788,1535,5179.201663
247.034229,1514,5200.404752
246.03448,1534,5221.62671
253.590156,1417,5241.077638
254.026872,1380,5259.700933
258.150688,1329,5278.24102
260.770068,1290,5295.931831
-16.99528,461,5302.12864
263.807299,1252,5319.809577
248.995955,1455,5340.169251
-5.477034,1600,5365.618615
261.67295,1293,5383.322991
247.727766,1512,5404.490887
257.720152,1405,5423.074261
266.613502,1280,5440.764571
260.513284,1377,5460.158562
270.4482,1258,5477.855297
98.944531,1600,5499.917531
267.554706,1333,5517.61051
270.1666,1277,5535.278134
86.86259,1600,5557.357375
-87.833453,923,5570.588034
-87.909444,453,5576.763083
38.934599,975,5590.002002
-117.270429,1600,5612.103956
-112.784124,1600,5638.675972
-100.085327,1600,5660.614559
-71.443468,1600,5682.564719
260.879531,1366,5701.03059
94.441509,1600,5722.971199
259.166567,1365,5742.20116
254.447563,1444,5761.571167
268.341648,1287,5779.088496
268.409805,1273,5796.63122
274.667552,1170,5813.272408
262.307123,1304,5830.807523
263.355883,1343,5849.230216
104.31815,1600,5871.130406
264.127003,1373,5889.610664
270.708135,1259,5907.220664
276.275987,1195,5927.313625
153.170088,1600,5949.429325
276.287406,1189,5965.331528
275.679764,1226,5982.966286
278.370513,1173,5998.917861
276.656822,1174,6014.830187
266.828406,1286,6032.537155
281.131848,1139,6048.413409
279.545009,1180,6065.195288
277.394008,1211,6081.167659
274.084149,1240,6098.815765
229.170311,1600,6120.898895
4.299493,1600,6142.994761
278.246874,1148,6158.903267
23.803696,1600,6181.059503
275.510411,1195,6200.394787
270.960447,1237,6218.039175
275.195835,1180,6233.96286
274.662166,1201,6250.741976
277.527889,1186,6267.498273
282.162491,1121,6282.529225
277.826629,1212,6299.303949
271.506125,1245,6316.107822
274.146496,1231,6333.743165
274.44289,1226,6350.517283
278.396914,1166,6366.425609
280.33816,1156,6382.306145
283.478273,1070,6397.30101
278.851964,1167,6413.213305
265.26182,1336,6431.742303
282.867419,1136,6447.632309
278.996477,1146,6463.508131
281.440723,1123,6481.939238
281.548255,1134,6497.853455
279.794505,1155,6513.771021
282.597715,1121,6528.815289
279.578901,1141,6544.711249
285.025092,1066,6559.719325
283.420839,1107,6574.793721
286.300004,1080,6589.818955
284.407711,1083,6604.828446
283.997019,1079,6619.839036
285.33996,1077,6634.847165
279.384449,1163,6650.754395
282.555189,1125,6665.789654
273.199499,1252,6683.458092
286.712458,1094,6698.469203
287.312299,1047,6712.610312
282.719973,1124,6728.501121
286.958858,1036,6742.625086
283.370517,1071,6760.701362
284.817848,1068,6775.697079
288.736696,1027,6789.83009
287.848682,1033,6803.967164
285.526812,1059,6818.137335
286.375856,1040,6833.127779
287.151958,1071,6847.302514
288.813033,1034,6861.460668
284.699631,1107,6877.348536
289.064505,1043,6891.512159
289.681696,1035,6905.659319
291.551693,1016,6919.793819
291.789882,1035,6933.953112
288.074842,1070,6948.958364
288.071125,1081,6963.971978
287.542155,1115,6979.019732
286.690364,1082,6994.046798
291.131495,1023,7008.208133
291.911577,1014,7022.353951
292.124027,1003,7039.510938
285.516286,1087,7054.810177
290.673644,1009,7068.355079
282.997131,1110,7084.508755
294.073342,983,7097.871603
292.437415,983,7111.991529
292.602088,1026,7126.133156
297.187391,974,7139.387551
296.380959,982,7152.649422
290.859811,1032,7166.785117
293.371754,995,7180.899973
296.612267,982,7194.163842
296.009809,968,7207.408311
293.39814,998,7221.514772
292.030142,1000,7235.622674
295.433544,986,7248.896096
293.689696,989,7262.158431
293.287691,1002,7276.271465
294.094865,980,7289.53513
290.926836,1034,7303.666601
295.985452,947,7319.753609
294.629911,979,7333.848026
297.793018,950,7346.259633
294.858707,984,7360.454028
292.813143,1010,7374.643784
290.178418,1033,7388.841524
292.998454,998,7402.242572
291.335939,993,7416.350224
295.657388,964,7429.643722
296.41299,951,7442.884642
292.879138,965,7456.183581
291.253837,988,7469.522546
295.892606,930,7483.108066
288.345216,1018,7497.277647
295.282541,964,7510.546706
295.033985,968,7523.839339
293.89987,973,7537.139227
292.564368,991,7551.275216
295.747156,958,7564.568214
-77.926557,197,7567.240094
291.737825,1004,7580.566767
295.062843,951,7597.197049
293.868289,962,7610.900224
295.699876,949,7624.606416
292.373145,988,7638.329057
296.906765,939,7652.022187
289.821065,1021,7666.604639
294.087018,963,7680.294381
296.538298,934,7693.895275
295.701412,959,7707.504125
294.773381,957,7721.149082
290.263606,1020,7735.681239
295.636275,957,7749.405694
291.649653,972,7763.144939
292.652298,925,7775.829318
293.81069,935,7789.265217
292.859367,934,7801.877317
294.665975,937,7815.358871
293.106804,953,7828.797323
294.246434,936,7842.21523
291.782629,951,7854.809544
290.561563,967,7869.134169
290.972003,975,7885.30626
289.430059,998,7898.778622
292.085346,954,7912.231638
295.217914,929,7925.724059
295.28057,922,7938.342297
295.608833,911,7950.916919
292.761882,964,7964.39148
294.012889,941,7977.8172
294.274182,956,7991.257445
295.921087,954,8004.698023
295.600332,934,8018.165376
295.10198,958,8031.613273
294.586154,938,8044.26309
295.233199,929,8057.677642
295.494115,930,8070.230127
293.17793,964,8083.656735
295.701374,927,8097.089649
295.000365,959,8110.566304
-12.491371,331,8115.039771
0.615033,370,8120.412455
295.068204,933,8133.009571
295.40913,916,8146.414086
295.232117,944,8158.990601
297.024315,924,8175.146637
294.217685,967,8188.505533
295.039749,949,8201.832369
294.86066,969,8215.168199
294.683333,983,8228.584496
292.265821,990,8242.781176
-24.369989,280,8246.358088
291.948676,963,8259.733815
293.603612,960,8273.07823
294.655193,960,8286.476722
294.564037,965,8299.823602
294.99931,937,8313.150015
295.063614,948,8326.470192
295.823549,944,8338.970867
297.593796,930,8352.310416
296.302129,949,8365.709535
296.409678,920,8378.208366
296.875411,924,8391.521039
297.343481,912,8403.968368
298.02934,930,8416.503283
297.959569,925,8429.859754
296.506729,931,8444.948088
296.724434,924,8458.304871
297.526814,922,8470.786188
295.982584,957,8484.102372
298.031934,914,8497.39652
298.302635,927,8509.900347
297.230066,948,8523.249458
113.425398,1600,8545.590046
297.049663,947,8558.976395
296.022187,951,8571.519448
299.725354,897,8584.05407
295.958908,946,8597.438109
294.011719,950,8610.78877
297.323038,943,8624.13328
296.965738,935,8636.661014
295.003349,943,8649.99937
297.263226,914,8662.492499
297.053943,914,8675.810827
296.066175,938,8688.319319
294.556636,949,8701.685919
295.972488,954,8715.055078
295.92861,958,8731.150378
