#{"t_start": 1707344471.2443218, "env_id": "BipedalWalker-v3"}
r,l,t
-81.480078,1600,0.774634
-80.127907,1600,1.403629
-101.363673,58,1.428793
-75.667924,1600,2.053799
-111.10766,47,2.074673
-95.101843,1600,2.699592
-120.644025,109,2.744623
-109.899182,65,2.77231
-125.17957,109,2.817485
-98.048739,80,2.850069
-103.947827,86,2.886033
-84.679819,1600,3.514069
-114.377049,55,3.537799
-86.521848,1600,6.99363
-120.846531,63,7.972118
-116.64943,54,8.964562
-113.446839,115,10.928825
-100.581538,67,11.898067
-107.246867,65,12.839232
-113.162784,162,14.648729
-106.23545,102,16.379448
-130.791754,302,20.806839
-150.936203,494,26.76451
-125.583926,257,30.123006
-127.041123,73,30.969018
-125.861225,73,32.607462
-126.083867,81,33.458682
-105.787195,74,34.329177
-127.392883,91,35.193786
-102.898841,73,36.832633
-72.177768,1600,57.796893
-123.777902,365,62.034119
-133.161685,105,63.737996
-120.009232,87,64.600392
-120.173871,108,66.291266
-117.125048,197,68.820784
-123.156947,96,70.462826
-116.214556,59,70.509781
-115.706986,51,71.336188
-115.263506,84,72.977049
-123.25387,515,79.470832
-127.57735,100,80.275098
-136.849683,152,82.682813
-114.840222,1600,103.633076
-123.661021,104,104.498814
-103.798,89,106.14074
-109.977504,144,107.82685
-106.121125,102,108.706596
-187.119065,903,120.644365
-126.200464,119,122.30406
-113.931512,63,123.14642
-123.031257,111,124.800514
-107.690669,1600,146.480835
-174.023218,1012,160.042183
-155.50964,772,170.074351
-129.08965,145,171.759001
-109.909582,101,173.419398
-127.429896,216,175.959537
-103.204288,126,177.645579
-111.717385,1600,198.50901
-93.795754,175,200.999825
-81.885289,1600,222.14828
-91.819672,1600,243.136061
-191.415052,1325,260.867801
-119.22014,81,261.716566
-117.027947,73,262.563197
-110.517749,61,263.401623
-110.061855,60,264.23514
-115.855892,85,265.090761
-110.354525,71,265.935276
-130.223419,235,269.299073
-133.504622,212,271.820848
-147.066781,292,275.968787
-122.381808,77,276.816139
-134.975877,225,280.163085
-109.03717,101,281.02697
-119.322554,86,281.882066
-115.848704,69,283.513447
-123.644712,79,284.359954
-116.719407,63,285.196478
-123.839336,109,286.067849
-119.54856,83,287.712399
-125.371481,131,289.384868
-100.313667,134,291.070517
-123.930263,100,291.934226
-123.451174,57,292.763628
-123.564256,57,293.594641
-122.809995,72,294.434612
-128.616938,72,296.07041
-142.145717,734,305.442899
-138.885039,416,310.487151
-117.324609,154,312.962582
-86.01096,1600,333.892346
-64.635083,1600,354.709646
-75.656792,1600,375.535858
-191.389797,1072,389.706306
-116.329012,196,392.20661
-91.494983,1600,417.061303
-112.0258,51,417.896103
-78.988458,1600,438.759941
-103.564056,124,439.649851
-104.135275,114,441.316448
-104.296115,118,442.974946
-132.347085,737,452.972661
-121.333648,1090,467.327634
-97.344522,510,474.030424
-100.138609,256,477.396235
-103.770079,105,478.263428
-74.055929,1600,499.135315
-76.946523,1600,520.789967
-158.242566,431,526.90044
-120.909951,548,534.46767
-112.813022,126,535.349458
-105.036187,231,538.686103
-62.095703,1600,559.556751
-114.60062,68,560.393415
-58.220238,1600,581.356322
-167.716031,1485,600.631968
-61.961226,1600,621.540782
-72.890261,1600,642.112713
-118.630098,282,646.256966
-31.181521,883,657.899434
-72.761649,922,675.366315
-43.079912,1600,696.256779
-79.637842,1600,717.255599
-96.228894,163,719.740767
-72.451056,1600,740.591986
-95.286674,107,741.457648
-76.030714,168,743.938853
-31.204415,1600,764.912489
-46.094975,552,771.656699
-90.716115,160,774.153308
110.468838,1600,795.058517
256.997061,1600,816.142642
145.386248,1600,837.143227
-68.819069,244,840.496248
-60.297158,332,844.696704
-60.559256,1600,865.855377
-82.991748,133,867.581743
-84.440123,178,870.104915
