#{"t_start": 1704427855.1601832, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-285.697174,93,0.167735
-281.417774,123,0.215034
-56.479074,70,0.235536
-36.57415,84,0.261082
-410.239434,130,0.313253
-439.784637,95,0.342086
-269.424644,74,0.363751
-358.2116,122,0.403943
-220.247631,103,0.436321
-32.458116,90,0.465377
-41.566051,193,0.538885
-266.058031,95,0.563502
-300.636914,109,0.591859
-195.701494,98,0.616085
-49.987888,90,1.122586
-152.435795,95,1.146981
-86.237562,88,1.1688
-395.942413,139,1.206786
-267.903699,150,1.250904
-66.745225,68,1.267359
-117.527535,105,1.293916
-170.683217,107,1.319185
-349.77719,81,1.338792
-81.838794,64,1.353341
-401.687509,111,1.382586
-87.2397,88,1.403881
-48.607487,75,1.421997
-345.791414,179,1.479362
-81.093522,92,1.951444
-279.424414,95,1.976518
-312.858024,116,2.006931
-274.504628,129,2.03937
-209.830583,178,2.092916
-339.827001,89,2.114987
-178.822698,101,2.140559
-313.649806,184,2.196932
-155.533218,67,2.21317
-102.181697,104,2.239996
-378.092754,96,2.262901
-42.888782,77,2.28249
-314.677427,96,2.306106
-61.307294,124,2.340911
-52.363209,77,2.743171
-119.837946,224,2.822948
-200.776968,98,2.850984
-418.615733,78,2.875208
-217.407418,132,2.918389
-149.301312,119,2.955498
-315.451237,177,3.01208
-133.008113,127,3.046298
-492.160409,132,3.09159
-107.861528,99,3.118218
-41.07479,85,3.139845
-217.446939,98,3.165208
-180.59067,87,3.188182
-397.686909,88,3.652012
-194.1948,115,3.682341
-141.809904,112,3.711831
-262.281585,109,3.74025
-187.187621,84,3.761933
-346.609455,114,3.791611
-81.03559,83,3.814108
-181.27703,119,3.84634
-302.053465,158,3.892825
-259.379288,74,3.910942
-144.076717,135,3.948251
-200.931653,112,3.976872
-144.685858,73,3.99472
-175.729587,83,4.015865
-336.570708,88,4.456494
-358.898698,95,4.481455
-253.410241,89,4.505856
-340.551621,91,4.529433
-133.261683,105,4.556098
-289.004528,100,4.58229
-408.447494,93,4.604831
-340.448553,117,4.637579
-396.59083,80,4.65751
-159.852605,79,4.676848
-50.591309,86,4.699802
-359.574292,91,4.722819
-428.665709,83,4.743304
-413.330348,86,4.765208
-366.997985,98,4.789554
-192.239147,83,4.811821
-71.705691,92,5.395337
-595.501849,129,5.430203
-284.281554,88,5.452959
-181.289575,95,5.477092
-442.165324,81,5.498179
-307.460334,112,5.527267
-11.528093,88,5.54869
-109.188105,195,5.61287
-152.658091,155,5.66049
-241.903842,84,6.243448
-221.661203,130,8.026011
-32.221515,238,10.786023
-102.432112,561,20.628579
-277.303329,854,30.773157
99.85201,1000,54.825923
-132.274016,586,61.850513
3.169299,616,72.270736
242.080728,553,78.605244
18.794051,1000,99.148864
216.855282,385,103.568618
10.07524,1000,122.238709
-99.064769,907,133.884231
-170.156028,1000,148.075777
269.72417,249,150.828401
53.381281,1000,168.822124
252.612159,722,177.386725
132.565598,1000,194.603558
216.17954,656,202.412173
207.373055,446,215.182491
199.487459,551,221.854398
234.713907,470,227.204685
-14.35914,1000,247.226755
276.734656,265,250.15084
273.897402,243,252.838554
-18.356021,1000,270.308308
-321.26704,114,271.53702
58.470963,213,273.853224
231.345865,672,284.01701
258.291375,356,288.024882
239.795024,516,293.953046
-228.543099,810,306.01755
-86.886975,171,307.856652
-8.741434,250,310.58707
-237.289078,100,311.657726
-212.575139,94,312.662849
-264.055471,116,313.902157
-70.578367,116,316.778577
-61.834097,148,318.375525
-106.05215,111,319.571642
261.273071,246,322.282094
17.790386,123,323.607567
-21.604348,200,325.777705
0.664143,219,328.160142
25.137703,141,329.678616
280.970069,233,332.219793
213.186514,329,338.529362
268.729747,292,341.805614
14.960125,1000,360.546248
243.124254,338,364.353501
238.219107,306,367.750815
238.597758,247,370.4761
6.583089,1000,384.425772
61.36651,285,387.54285
287.372117,335,391.237478
166.575982,1000,404.779441
-8.866779,131,406.199272
12.279891,107,407.349097
-11.718807,89,408.306525
-20.087606,110,409.492313
-9.930175,104,410.61543
-13.697746,96,411.647929
286.198121,431,417.575154
245.499118,221,419.991046
50.184808,179,421.930419
10.205929,113,423.146077
255.314816,223,425.562676
271.649343,292,428.734675
288.644494,310,432.115955
0.695716,238,436.338851
283.919443,327,440.004084
234.242173,305,443.416838
248.158696,259,446.252164
266.862385,244,448.914133
255.754589,238,453.276167
79.793105,238,455.875265
255.60357,342,459.69694
275.953548,207,461.936177
247.454851,266,464.875348
278.520472,294,468.11726
264.391954,257,474.038903
301.336122,289,477.203734
290.339238,280,480.330404
233.163804,282,483.434944
-57.499298,1000,502.4021
254.244231,271,505.399972
249.923621,374,509.586439
243.039608,352,515.389738
242.536607,256,518.195663
0.994329,113,519.411832
242.03726,309,522.867271
288.471406,191,524.944529
182.47869,544,531.270557
29.091719,167,535.499401
277.069157,302,538.823705
243.83539,241,541.468439
53.415697,223,543.899302
