#{"t_start": 1707334863.0834527, "env_id": "BipedalWalker-v3"}
r,l,t
-99.595425,75,0.114977
-103.299626,67,0.14473
-99.465372,59,0.169793
-102.922965,71,0.199512
-105.821982,56,0.223356
-96.988104,1600,6.354322
-123.405392,113,6.392839
-83.320018,1600,12.507582
-102.746041,67,12.530958
-85.927843,1600,18.594679
-99.229809,125,18.638063
-109.785396,63,18.660851
-98.054049,82,18.689707
-106.705514,60,18.71004
-78.190611,1600,24.749087
-105.063013,74,24.774971
-114.231724,78,24.802057
-117.732946,88,24.832643
-82.378573,1600,36.422215
-102.640813,73,36.448578
-106.271581,73,36.473908
-125.538772,125,36.515411
-78.39016,1600,50.087198
-102.05887,1600,67.072356
-112.544753,75,67.745873
-108.266355,59,68.408238
-110.439506,1600,90.613631
-206.632661,1224,103.527607
-102.313286,66,104.196568
-106.741574,45,104.847327
-106.867136,48,104.891896
-103.222893,61,105.557714
-108.155264,51,106.210398
-127.958269,116,107.527925
-118.873034,64,108.194362
-52.357371,1600,130.510926
-101.399204,178,132.493731
-52.089271,1600,154.646715
-74.632055,1600,176.734354
-97.909273,1600,203.598626
-120.596307,73,204.277532
-118.325613,58,204.941608
-110.653567,45,204.983755
-119.753966,1600,221.995248
-115.779393,69,222.66933
-98.925632,1600,245.047775
-88.062778,1600,267.272232
-102.995887,1600,289.507495
-82.802747,1600,311.607658
-72.808355,1600,331.842138
-50.184925,1600,353.919497
-61.150322,1600,376.228628
-72.584122,1600,398.308015
-124.147192,700,406.073509
-109.27096,119,407.393792
-111.547799,84,408.685166
-115.231845,100,409.381384
-94.47512,1600,431.412971
-38.166159,1600,453.530473
-74.90886,1560,474.9596
-52.84024,1600,496.994477
-67.748673,1600,517.043224
-74.254369,1600,539.144182
-55.676059,1600,560.414732
8.755435,1600,582.54479
8.986696,1600,610.284189
2.350545,1600,632.39273
-4.692854,1600,654.521381
15.996423,1600,676.645828
13.814838,1600,698.773324
-0.288269,1600,720.940207
-2.599198,1600,743.052031
5.307648,1600,765.156302
37.019364,1600,787.194499
63.412682,1600,809.320762
-97.385942,132,811.260912
42.091729,1600,833.467889
61.866556,1600,855.623963
93.613779,1600,877.777364
-52.202891,1600,900.027273
134.318512,1600,927.827788
223.249978,1600,950.036179
-49.942276,516,955.370891
163.148635,1600,977.584694
234.696769,1600,999.511217
259.565198,1502,1020.14363
-128.111564,909,1034.046854
182.398178,1600,1056.426271
139.656499,1600,1076.898032
240.118722,1600,1099.334866
257.948588,1569,1121.823412
265.151786,1484,1141.075378
-125.220624,111,1142.410296
-79.109358,1600,1163.225876
271.045617,1354,1179.542592
274.654624,1282,1197.741171
260.279562,1489,1217.678761
231.943368,1600,1239.819977
254.388042,1562,1261.1036
266.524354,1413,1281.331629
263.209885,1456,1301.792848
267.520149,1409,1320.630406
272.212096,1333,1339.527633
275.442745,1302,1357.978438
30.776467,722,1365.431906
274.300655,1318,1383.434687
279.954902,1216,1400.542629
274.906474,1299,1417.976338
272.556091,1383,1435.434081
270.397228,1392,1450.355076
269.95219,1381,1469.705726
268.142999,1351,1488.193245
273.2419,1277,1505.477558
280.598554,1196,1521.720336
91.731956,923,1534.598102
-38.672791,441,1539.276734
267.477115,1380,1557.87483
265.91735,1432,1575.718646
26.732732,744,1583.115182
-94.989566,178,1585.107322
270.800292,1332,1602.64925
278.780521,1210,1619.214348
274.621227,1282,1637.501108
278.163116,1221,1653.733257
277.664411,1256,1670.440611
273.636677,1276,1683.825128
285.825264,1129,1699.449033
281.658437,1200,1716.179401
282.360512,1146,1732.052837
285.800992,1078,1743.427671
-46.778141,1600,1764.71761
285.064815,1142,1779.891431
286.421994,1138,1795.70041
287.02864,1190,1812.22605
286.606705,1174,1828.0362
290.295919,1130,1840.047617
290.321575,1092,1855.149872
289.787634,1092,1870.198785
290.229013,1088,1881.592134
292.480659,1097,1896.590085
291.061447,1083,1911.387015
293.639792,1063,1926.41091
296.309325,1026,1937.092274
297.005834,995,1950.502054
293.168435,1070,1965.585842
296.260795,1055,1976.350725
293.093106,1083,1991.260638
293.247793,1082,2006.452346
297.542142,1053,2021.494247
294.678172,1102,2032.931077
298.501731,1047,2047.414303
294.410916,1104,2063.094137
298.891971,1040,2073.853511
297.232941,1049,2088.142896
294.841814,1068,2103.027672
292.295286,1128,2118.934203
293.248785,1114,2130.372558
296.901834,1040,2144.712968
297.745889,1038,2159.098745
-6.707189,412,2163.746739
295.283948,1062,2178.174714
297.684631,1070,2189.543263
296.915956,1057,2204.569376
297.142286,1051,2218.964936
297.946926,1043,2233.193944
299.722627,1040,2244.54905
299.117525,1044,2258.817702
299.126583,1041,2273.176115
301.104942,1012,2283.909302
298.498293,1046,2298.195422
301.534492,1028,2312.388494
299.608291,1038,2323.76816
301.4986,1011,2337.468193
300.718238,1029,2352.382809
297.755185,1077,2363.16405
298.01192,1062,2377.570237
171.790968,1059,2392.099901
297.743758,1107,2407.746747
298.024451,1063,2418.527166
297.227714,1104,2434.289696
296.740803,1123,2449.638838
294.069065,1198,2466.407716
290.209394,1199,2479.12955
293.711881,1118,2494.620536
296.067275,1080,2509.600469
299.272534,1039,2523.858983
301.592309,1018,2534.591151
299.094338,1033,2548.786734
300.639971,1006,2563.04936
299.386789,1015,2573.773824
302.274715,1004,2587.985972
297.151071,1056,2601.922482
302.100607,991,2612.629652
303.342321,979,2625.666678
301.109665,1008,2639.823073
300.940964,1014,2649.893908
301.762143,1008,2664.131835
298.915053,1044,2679.34489
299.257509,1019,2690.796469
295.142247,1071,2707.142141
296.209341,1079,2723.702103
299.337859,1040,2735.191684
296.936636,1068,2751.633339
294.171012,1085,2767.95118
299.445629,1016,2783.357356
301.126963,996,2794.152933
298.726772,1026,2809.609269
281.225924,1281,2827.971666
300.515159,1003,2839.356484
301.054919,1010,2854.981155
301.738843,1000,2869.590851
301.791004,968,2880.968275
301.688492,983,2895.789571
299.240707,1010,2911.373299
297.413694,1035,2922.81143
299.777003,1013,2938.190103
300.326331,1000,2952.939966
302.204913,999,2964.341252
298.688704,1028,2979.912116
288.201319,1124,2997.018038
299.878161,996,3011.773894
301.815087,1012,3023.160985
303.742648,983,3037.895814
300.703523,1010,3053.519777
302.212553,999,3064.978065
303.341263,977,3079.770083
303.942708,994,3094.537977
301.082136,1029,3106.723076
301.430077,978,3121.622514
302.401453,988,3136.434326
301.329806,963,3147.258504
301.830472,974,3162.746716
301.02649,977,3173.56785
-117.402015,72,3174.606659
-117.984761,80,3175.342593
-118.160522,79,3176.080672
-117.803367,81,3177.478189
-118.013521,77,3178.212185
-127.378839,87,3178.954923
-124.630529,133,3180.400434
-114.466851,65,3181.12536
-114.722475,63,3181.849187
-122.123517,89,3183.255546
-116.011068,61,3183.975335
-120.666415,74,3184.706285
