#{"t_start": 1707367784.1834176, "env_id": "BipedalWalker-v3"}
r,l,t
-109.72074,85,0.147214
-85.125777,1600,7.346507
-104.826927,47,7.367582
-100.595417,71,7.396193
-73.061404,1600,14.55709
-79.566096,1600,21.736034
-97.542016,135,21.791062
-120.194895,117,21.837801
-122.476455,106,21.880381
-80.254719,1600,29.051252
-75.309899,1600,36.248749
-74.332039,1600,45.252018
-106.858818,59,46.123039
-101.769754,62,47.018057
-179.954699,1158,71.13742
-116.737114,226,74.41195
-110.305253,120,76.447727
-108.297855,66,77.467371
-159.193,770,87.355176
-99.347912,64,88.236862
-100.557405,69,89.264508
-101.107527,68,90.288059
-104.100789,71,91.247178
-156.550871,420,96.590864
-109.163764,62,96.648825
-107.266933,58,97.415106
-106.253709,83,101.044303
-111.72454,106,101.803027
-107.534588,55,102.520437
-114.425638,51,103.232144
-171.928615,800,112.554238
-110.367571,92,113.297424
-105.638321,58,114.01066
-102.096689,75,114.742784
-122.817907,95,116.162567
-107.256106,83,116.896189
-125.247824,102,117.873644
-108.991817,59,118.578881
-117.792138,47,119.26701
-115.309288,46,119.959764
-105.669013,73,120.678498
-124.066176,112,122.067443
-108.056506,141,123.493181
-122.921649,128,124.901163
-111.729778,63,125.602132
-122.585988,70,126.309219
-120.686025,70,127.016529
-108.127311,75,127.72556
-127.977262,95,129.09005
-99.191467,56,129.780488
-101.923606,61,130.484207
-99.669677,104,131.224337
-153.639471,643,143.49023
-103.551443,51,144.171576
-142.283175,245,147.043924
-122.943034,81,147.834701
-107.443961,109,149.359512
-99.248444,134,150.916686
-136.55952,233,153.897156
-106.471516,106,154.695849
-108.647959,263,157.950679
-120.159455,58,158.688208
-123.978667,78,159.442769
-107.28272,148,161.577333
-120.660088,155,163.059072
-116.358321,55,163.774471
-126.378227,73,164.499249
-112.993753,51,165.202546
-113.126048,52,165.910904
-130.666909,85,166.6657
-118.981166,60,167.362988
-118.609303,61,168.079258
-115.293764,55,168.783136
-115.936559,58,169.487123
-126.637502,83,170.218223
-124.093151,97,171.610877
-130.682839,136,173.033019
-125.430608,1600,200.359718
-134.953258,1600,220.868832
-202.649568,1051,232.209131
-166.25342,771,247.002681
-139.11317,398,251.237345
-116.811948,42,251.924982
-183.092244,936,264.217302
-89.595212,1600,282.553452
-119.603038,122,283.9698
-121.407182,138,285.417141
-136.465149,182,287.558457
-120.07721,173,289.02018
-122.527817,78,289.744992
-127.062239,113,291.162009
-166.347926,924,306.991442
-126.991955,460,311.980954
-101.061242,1600,336.197795
-90.859308,1600,354.291223
-93.219525,1600,378.520162
-99.721434,1600,402.724493
-121.030219,137,410.555774
-81.504248,1600,432.408291
-69.248272,1600,456.947145
-124.398871,88,457.697268
-156.815482,391,461.959548
-133.649095,104,463.360863
-123.399857,97,464.778409
-116.584052,60,465.48778
-134.955899,112,466.237217
-114.113581,56,466.944025
-111.224548,230,469.759622
-64.623545,1600,494.266835
-108.219888,137,495.690039
-83.729266,1600,517.479477
-80.051481,1600,541.696587
-79.604297,1600,562.371269
-83.673854,1600,585.58709
-69.239584,1600,610.035517
-126.393914,81,610.763074
-129.021016,131,612.19802
-126.35271,1600,631.738099
-75.852739,1600,656.080148
-129.735951,119,657.494292
-131.036364,124,658.92275
-107.930112,220,661.694865
-119.43595,155,663.800339
-126.10723,149,665.254888
-130.073798,1600,689.490651
-98.326636,1600,714.218616
-118.439686,249,717.120698
-133.368646,315,720.685189
-110.672483,230,723.493242
-87.42499,1600,747.483889
-83.069525,1600,778.352825
-73.597155,1600,796.443032
-107.288951,58,797.151245
-113.769943,1600,821.534492
-109.252887,86,822.286863
-74.729665,1600,846.993307
-79.673661,1600,871.571903
-79.758433,1600,895.829767
-73.267069,1600,920.185771
-78.634383,1600,944.858947
-72.993285,1600,969.495047
-63.81488,1600,993.991148
-156.060001,838,1009.948248
-91.733121,1600,1034.840539
-81.701205,1600,1059.966544
-82.760088,1600,1084.578103
-126.400819,54,1085.289762
-127.531135,49,1086.007647
-129.590981,46,1086.049062
-127.389736,51,1086.735129
-126.074219,54,1087.429325
-127.321367,50,1088.119323
-130.702883,47,1088.162646
-127.597544,48,1088.867403
-130.567117,47,1089.568918
-130.73752,48,1090.267245
-128.23889,48,1090.311578
-130.70335,48,1091.01878
-130.916982,48,1091.731349
-130.302113,47,1092.438675
-130.389437,47,1092.481463
-128.104249,48,1093.393489
-127.653505,46,1094.098819
-128.601062,48,1094.808781
-127.869368,46,1094.850613
-112.283219,37,1095.536208
-112.640335,56,1096.255788
-111.406379,75,1096.989976
-109.039815,120,1098.440277
-106.910833,54,1099.164598
-111.249998,120,1100.602993
-113.198295,161,1102.116478
-116.507328,147,1103.518302
-120.699363,1600,1127.875611
-95.352709,1600,1152.494475
-116.515569,1600,1177.378565
-111.709892,1600,1202.158075
-100.410238,1600,1226.746004
-89.876474,1600,1257.545193
-113.003395,1600,1276.022118
-117.571142,1600,1300.85211
-128.542938,1600,1326.392519
-107.20372,1600,1351.252939
-113.728415,1600,1376.093495
-114.091492,1600,1400.978043
-91.805968,1600,1426.036674
-96.173386,1600,1450.860107
-84.071288,1600,1475.913813
-83.746995,1600,1500.748643
-69.658415,1600,1525.765798
-71.524491,1600,1550.636496
-76.995491,1600,1575.648605
-69.440823,1600,1600.64585
-67.65562,1600,1632.238081
-68.814888,1600,1657.044183
-111.449517,85,1658.498115
-60.086011,1600,1683.637419
-74.412922,1600,1708.632106
-70.629317,1600,1733.417665
-91.470992,1600,1758.343418
-57.146888,1600,1783.214556
-71.945587,1600,1808.160211
-98.240197,1600,1833.123731
-72.186991,1600,1858.247916
-70.925623,1600,1883.077099
-69.441596,1600,1907.413647
-80.116667,1600,1932.19143
-75.745752,1600,1956.691931
-92.970088,1600,1987.797277
-80.479948,1600,2012.212285
-71.826586,1600,2036.546077
-66.936244,1600,2060.987646
-77.641968,1600,2085.595172
-68.60315,1600,2110.219591
-71.864597,1600,2135.138335
-75.306482,1600,2159.772515
-82.234459,1600,2184.402546
-66.499646,1600,2206.635749
-60.701973,1600,2225.162206
-58.607573,1600,2249.718031
-148.489933,1600,2274.105477
-75.185226,1600,2298.540583
-73.78862,1600,2323.079318
-83.987951,1600,2354.082481
-73.907147,1600,2379.853894
-63.954327,1600,2405.394365
-53.829368,1600,2430.314963
-81.770881,1600,2455.019922
-66.289338,1600,2479.903263
-58.934228,1600,2504.964186
-97.00296,1600,2529.682709
-85.475553,1600,2554.433726
-81.162092,1600,2579.092586
-79.123223,1600,2603.853732
-76.045253,1600,2628.577068
-81.811271,1600,2652.978925
-118.006526,53,2653.692784
-117.58706,54,2653.742666
-116.765613,52,2654.45578
-117.737071,50,2655.165967
-117.104273,49,2655.875032
-117.960416,56,2656.815854
-119.885399,75,2657.54938
-118.89566,78,2658.285812
-119.85086,72,2659.023599
-97.299275,1600,2683.706642
-70.884364,1600,2708.402074
-74.077781,1600,2732.890637
-68.325541,1600,2757.767031
-88.797736,1600,2782.499077
-83.382119,1600,2806.993196
-69.161579,1600,2831.710763
-76.160764,1600,2856.193634
-103.350251,1600,2880.672883
-76.063048,1600,2905.405412
-78.480597,1600,2930.199787
-69.598087,1600,2954.889361
-73.058064,1600,2985.899191
-74.980043,1600,3010.568503
-87.325595,1600,3034.95017
-80.465437,1600,3059.854602
-96.286408,1600,3084.380793
-59.416988,1600,3108.853388
-53.179335,1600,3133.269403
-53.690682,1600,3157.723967
-53.004338,1600,3182.468
-88.293601,1600,3207.258254
-73.384969,1600,3232.12574
-65.644719,1600,3256.547467
-52.645446,1600,3281.127903
-63.922896,1600,3305.928801
-84.388575,1600,3330.881678
-76.089682,1600,3362.109629
-64.336067,1600,3387.164102
-58.611732,1600,3412.158165
-63.225831,1600,3437.199349
-58.443895,1600,3462.079183
-75.634279,1600,3487.142972
-72.972688,1600,3512.166419
-63.987054,1600,3537.382282
-59.064522,1600,3562.330298
-56.269619,1600,3587.388618
-53.797157,1600,3612.656235
-59.55853,1600,3637.555613
-59.957787,1600,3662.228346
-49.884173,1600,3686.723881
-55.399313,1600,3711.206253
-51.703782,1600,3736.058528
-86.147631,1600,3760.579272
-110.515264,1600,3785.158276
-59.862101,1600,3809.87177
-82.178728,1600,3834.274679
-62.81447,1600,3858.758454
-90.314512,1600,3883.398738
-85.189314,1600,3907.800287
-62.278828,1600,3932.225333
-74.04058,1600,3956.818088
-156.305992,881,3974.017718
-80.814383,1600,3999.150934
-80.885707,1600,4024.027517
-172.453975,1466,4047.427581
-64.659534,1600,4072.638007
-72.049049,1600,4097.846814
-66.181447,1600,4122.876912
-75.001551,1600,4147.554382
-68.4653,1600,4172.317285
-77.859651,1600,4196.74343
-83.128041,1600,4221.070638
-72.742909,1600,4245.33972
-74.28383,1600,4269.957014
-82.096572,1600,4300.818995
-90.475385,1600,4325.16125
-87.146471,1600,4349.697064
-170.032694,1233,4363.327128
-75.007432,1600,4394.296708
-90.088513,1600,4418.669916
-73.805174,1600,4443.02658
-78.639994,1600,4468.569582
-69.247475,1600,4493.819556
-67.547271,1600,4518.462882
-74.251317,1600,4543.175962
-84.325249,1600,4567.645183
-62.348294,1600,4592.098336
-81.531409,1600,4616.444377
-84.215678,1600,4641.07541
-73.903218,1600,4665.532334
-74.110747,1600,4689.948249
-75.706556,1600,4714.540692
-78.545309,1600,4739.020012
-69.913521,1600,4769.979299
-83.063917,1600,4794.353332
-86.325081,1600,4818.865267
-81.158955,1600,4843.912864
-75.146024,1600,4868.797178
-92.383682,1600,4893.732658
-72.943825,1600,4918.705411
-78.104947,1600,4943.743145
-65.657367,1600,4968.498622
-81.357901,1600,4993.213454
-70.935418,1600,5018.231846
-76.431548,1600,5042.959082
-71.664537,1600,5068.037465
-70.378713,1600,5092.884924
-71.212673,1600,5117.749575
-72.859362,1600,5149.097662
-64.380067,1600,5173.916584
-72.975886,1600,5192.650769
-109.215828,1600,5217.414713
-89.472355,1600,5242.251545
-182.95824,1518,5266.480611
-65.809126,1600,5291.40679
-71.877206,1600,5317.081827
-75.019507,1600,5344.924858
-80.879641,1600,5372.773392
-59.008291,1600,5400.634866
-112.746179,368,5405.778379
-76.682627,1600,5433.682521
-61.313488,1600,5468.367852
-67.699685,1600,5496.257061
-64.916274,1600,5524.304123
-61.44896,1600,5552.16969
-52.592197,1600,5580.029241
-114.470984,288,5583.515833
-97.21698,1600,5611.334146
-76.762103,1600,5639.318403
-97.76741,1600,5667.070667
-79.888306,1600,5695.171564
-157.395018,1092,5716.130601
-72.344167,1600,5745.928601
-61.747271,1600,5773.379939
-77.410214,1600,5799.278763
-57.967493,1600,5825.132576
-97.454395,1600,5851.275236
-78.472465,1600,5877.457301
-88.142472,1600,5905.845287
-74.632461,1600,5938.34521
-50.707557,1600,5963.919953
-72.59845,1600,5989.168137
-66.550724,1600,6014.578595
-64.554053,1600,6040.319081
-75.963199,1600,6065.835267
-59.937613,1600,6091.219492
-63.291343,1600,6116.542124
-70.735662,1600,6142.501148
-67.115036,1600,6167.905614
-76.386194,1600,6193.519664
-89.80462,1600,6219.366702
-101.043513,1600,6245.043577
-123.167549,1600,6270.420072
-109.269641,1600,6296.021363
-83.318331,1600,6328.315652
-90.193727,1600,6354.108069
-86.866394,1600,6379.733594
-80.754659,1600,6405.34308
-87.410316,1600,6430.533564
-92.91479,1600,6455.673948
-92.381301,1600,6480.819786
-82.528314,1600,6505.947459
-91.042532,1600,6531.253295
-83.257401,1600,6556.450082
-81.966381,1600,6581.925708
-72.981327,1600,6607.184497
-74.69752,1600,6632.489237
-89.610193,1600,6657.69703
-83.526051,1600,6682.81139
-94.501367,1600,6714.764725
-90.561578,1600,6740.047297
-100.150848,1600,6765.314716
-101.634663,1600,6790.794366
-90.213302,1600,6816.173645
-119.285319,1600,6841.550839
-85.398655,1600,6866.805516
-92.181795,1600,6885.831194
-126.950615,71,6886.603291
-126.369332,67,6887.367791
-128.900859,78,6888.129783
-128.426206,74,6889.584666
-130.632954,74,6890.345605
-129.980209,76,6891.114136
-128.961251,79,6891.88504
-130.392449,80,6892.651579
-128.591569,80,6894.110742
-129.861217,82,6894.880254
-126.133547,67,6895.959829
-134.035131,74,6896.724662
-127.264829,64,6897.477581
-127.959555,70,6898.239865
-127.986415,70,6899.005231
-128.025258,65,6899.759424
-132.733179,74,6901.213477
-127.61207,71,6901.970515
-131.6934,75,6902.728854
-132.486363,80,6903.496858
-129.532144,96,6904.97732
-130.379071,90,6905.755863
-88.426366,1600,6930.950358
-91.683898,1600,6956.13613
-159.240325,904,6974.044172
-117.453727,47,6974.844348
-123.302213,72,6975.668247
-124.186927,60,6976.472355
-121.771662,53,6977.270408
-119.746766,49,6978.064608
-120.626303,48,6978.110273
-126.345306,62,6978.907822
-133.857732,71,6979.710651
-127.281802,67,6980.502336
-121.962977,61,6981.297125
-122.123897,63,6982.079744
-121.526986,75,6982.889093
-117.331124,60,6983.735577
-116.273784,55,6984.521579
-117.341182,62,6985.290273
-117.46213,60,6986.051556
-127.168096,70,6987.09711
-117.643425,65,6987.868651
-115.769019,59,6988.626002
-121.134657,63,6989.387462
-117.700014,66,6990.145094
-124.52547,100,6991.638088
-117.036013,81,6992.412895
-126.867928,119,6993.928773
-131.371414,137,6995.456168
-115.53358,1600,7018.313258
-102.659765,1600,7043.61388
-105.242566,116,7045.1119
-118.289584,1600,7070.308887
-107.197811,1600,7095.512805
-93.910273,1600,7120.761618
-83.37035,1600,7146.060062
-93.679678,1600,7177.895513
-94.647274,1600,7203.293619
-87.006928,1600,7228.686183
-77.961377,1600,7254.174792
-79.20432,1600,7279.552716
-147.315454,909,7290.123615
-112.08491,1600,7315.378832
-80.744527,1600,7347.023014
-87.235351,1600,7372.493729
-93.253286,1600,7397.804136
-97.091466,1600,7423.152199
-89.896203,1600,7448.454589
-85.695875,1600,7473.712313
-79.744075,1600,7498.955692
-81.015985,1600,7524.240733
-70.178447,1600,7549.674507
-73.890359,1600,7574.902663
-62.078155,1600,7600.254036
-62.612383,1600,7625.447322
-64.035609,1600,7651.00334
-68.552819,1600,7676.193012
-57.173586,1600,7701.556689
-80.546832,1600,7733.1364
-77.169865,1600,7758.770451
-48.829816,1600,7784.153814
-74.94269,1600,7809.459743
-77.558706,1600,7834.983364
-62.952418,1600,7860.898434
-68.869119,1600,7886.734967
-67.741063,1600,7912.309651
-102.068885,1600,7937.869987
-70.14879,1600,7963.17606
-68.906597,1600,7988.988124
-60.162094,1600,8014.708087
-58.149832,1600,8040.762805
-59.714494,1600,8066.203759
-54.481817,1600,8092.65929
-56.905028,1600,8125.818159
-68.235855,1600,8152.089554
-66.437625,1600,8178.429245
-76.09412,1600,8204.611328
-61.088157,1600,8231.084228
-71.772068,1600,8258.498089
-79.00078,1600,8286.854445
-71.071459,1600,8314.719418
-110.356819,1600,8342.455203
-65.382938,1600,8370.50349
-59.068369,1600,8398.409944
-63.128443,1600,8426.939147
-55.184247,1600,8454.497744
-62.807106,1600,8482.347225
-57.82842,1600,8509.802573
-62.059831,1600,8543.614376
-45.640942,1600,8570.505361
-64.93351,1600,8597.546856
