#{"t_start": 1707367784.1747668, "env_id": "BipedalWalker-v3"}
r,l,t
-107.294737,44,0.205721
-80.04051,1600,8.526437
-78.279619,1600,16.720745
-98.740408,100,16.768634
-108.605683,97,16.81567
-116.697397,64,16.847009
-98.691616,74,16.882809
-79.994511,1600,25.059044
-104.341099,62,25.08873
-124.382608,129,25.14837
-77.430908,1600,33.319913
-80.687672,1600,41.554609
-109.485485,102,41.600012
-204.38196,1572,53.272354
-114.16149,85,54.193003
-109.014455,88,55.11062
-92.096462,1600,92.864261
-86.233234,1600,118.799321
-105.928837,70,119.695679
-115.233186,66,120.581868
-110.101053,1600,140.608395
-105.028035,1600,160.781015
-102.109348,91,162.330692
-98.148873,1600,183.73405
-76.042005,1600,203.823865
-119.759392,80,204.622537
-102.748846,60,205.420444
-67.421179,1600,225.585341
-115.801305,75,226.383283
-111.592576,64,227.171455
-110.256865,63,227.957267
-79.219732,1600,248.252712
-100.14639,73,249.087412
-111.083668,74,249.894902
-109.673608,62,250.684562
-117.623114,90,252.515031
-87.077897,1600,272.637792
-107.541998,104,273.452072
-118.48163,68,274.973727
-92.817947,1600,294.899305
-100.997322,67,295.688358
-100.54243,63,296.510541
-98.565347,77,297.318395
-100.17635,68,298.10776
-109.42038,58,298.885269
-99.461334,70,299.711637
-86.979885,1600,319.818883
-117.202221,65,320.613874
-103.340618,68,321.400056
-116.136167,56,322.173719
-120.30356,87,322.989431
-112.407526,86,323.791214
-98.514444,93,325.344008
-110.633772,1600,345.744725
-102.186565,65,346.526424
-125.970653,206,348.909727
-100.08518,94,350.465926
-127.4712,100,351.274738
-117.915319,89,352.81965
-117.764612,1600,373.112373
-97.836187,67,373.924371
-103.196785,81,374.724154
-116.785899,83,375.523017
-119.055105,1600,395.479168
-115.029113,1600,415.424534
-107.480007,78,416.25886
-223.56902,1588,437.625723
-120.210427,1600,459.771679
-114.017024,51,460.55133
-112.547386,48,461.327275
-108.738632,50,466.655889
-100.136643,67,467.446382
-111.324358,1600,488.662101
-113.377466,52,488.703123
-97.108167,70,489.497273
-95.312697,113,491.07431
-115.38993,1600,516.454723
-111.275277,1600,538.655087
-119.512612,1600,558.808792
-111.515277,1600,584.153249
-113.875307,55,584.934836
-105.503605,112,586.488573
-107.728392,52,587.267101
-108.760031,119,588.835727
-124.767688,174,590.443868
-108.150499,66,591.233403
-114.278334,50,592.008809
-109.898844,71,593.221166
-105.541105,58,594.012704
-116.225159,77,594.811675
-114.863626,64,595.608445
-97.399154,1600,621.066145
-110.688718,45,621.880792
-108.918971,1600,641.856033
-110.134437,46,642.629215
-107.452284,1600,662.637667
-112.419712,1600,688.258047
-114.476985,67,689.045409
-107.4036,59,689.828624
-105.857654,93,690.634741
-105.728855,63,691.428303
-105.739647,66,692.215515
-106.479043,96,693.760353
-97.969545,1600,719.013545
-99.942561,1600,744.217515
-118.803406,88,745.091253
-107.500744,108,748.201226
-99.3406,1600,769.169859
-103.222813,1600,794.462835
-116.529278,63,795.262932
-104.629878,1600,820.54759
-99.219389,1600,841.718622
-102.213712,66,842.510859
-110.517435,46,842.547584
-109.144549,160,844.931794
-104.98627,71,845.724704
-112.076926,56,846.519187
-102.548889,1600,872.105552
-105.601956,58,872.888528
-115.787069,83,873.687458
-105.171852,102,875.233427
-102.67401,71,876.029309
-92.327303,1600,896.10546
-102.355828,1600,916.854646
-101.647954,1600,937.084351
-100.410453,55,937.858693
-108.626124,1600,957.831285
-100.267052,1600,977.761526
-98.159201,1600,997.901745
-106.135666,1600,1023.134307
-99.914607,72,1023.926897
-109.988522,1600,1049.34006
-99.529603,1600,1069.453048
-107.845252,55,1070.241003
-112.632234,138,1071.824519
-113.188132,1600,1097.235455
-96.189327,1600,1122.667269
-107.913911,1600,1148.046524
-106.031239,1600,1168.451869
-105.932364,1600,1188.888263
-100.438256,1600,1208.887162
-103.278958,1600,1228.922138
-93.670496,1600,1249.129082
-105.197449,1600,1269.221019
-92.425336,1600,1289.270157
-97.763838,1600,1309.49779
-104.680541,1600,1329.638813
-101.906209,1600,1349.795819
-98.043467,1600,1369.955484
-120.153331,62,1370.784325
-116.203422,60,1371.584592
-105.450313,1600,1391.667503
-96.856815,1600,1411.846062
-107.873817,1600,1432.123987
-92.468684,1600,1457.516167
-188.36214,1146,1477.337629
-96.897649,1600,1502.950834
-98.433425,1600,1528.49904
-99.586973,1600,1553.843744
-110.794597,1600,1580.744166
-103.487178,1600,1606.163953
-103.272157,1600,1631.834456
-102.172461,1600,1657.302256
-94.84222,1600,1682.975376
-100.954489,1600,1708.501027
-108.430898,1600,1733.97775
-91.321368,1600,1759.554967
-102.615013,1600,1785.131208
-94.113124,1600,1810.807056
-95.461471,1600,1836.401489
-98.138917,1600,1861.864904
-101.272521,1600,1887.379922
-84.105082,1600,1912.990779
-103.037237,1600,1938.640706
-93.235129,1600,1969.661675
-89.960219,1600,1995.164915
-105.344015,1600,2020.792652
-91.021296,1600,2046.238372
-114.242198,52,2046.278543
-88.635398,1600,2072.08395
-98.990446,1600,2097.551621
-95.147991,1600,2123.204913
-96.877257,1600,2148.715157
-118.926143,117,2150.303129
-95.772357,1600,2172.781117
-105.556966,1600,2198.489622
-91.546605,1600,2223.904372
-92.438301,1600,2249.666612
-93.765584,1600,2275.204884
-96.92213,1600,2295.53503
-91.371794,1600,2326.78368
-92.527447,1600,2352.329343
-86.594213,1600,2378.146731
-85.665522,1600,2403.676326
-86.923637,1600,2429.221596
-81.328168,1600,2453.926508
-127.452678,123,2455.515632
-86.360529,1600,2481.080451
-93.236988,1600,2506.734437
-81.598085,1600,2530.911984
-90.015914,1600,2553.927307
-84.993243,1600,2579.239318
-93.967987,1600,2604.305363
-99.278078,1600,2629.608794
-87.582245,1600,2657.056712
-85.622768,1600,2682.352808
-93.722687,1600,2702.275699
-87.892812,1600,2727.436009
-85.031771,1600,2752.79068
-93.428333,1600,2778.023465
-83.37395,1600,2801.185866
-91.9552,1600,2826.549462
-92.681117,1600,2851.742862
-92.232984,1600,2877.225899
-114.904669,52,2878.003226
-94.001268,1600,2903.218432
-91.904953,1600,2928.529294
-94.106648,1600,2953.922278
-88.552159,1600,2979.116903
-87.22416,1600,3004.569966
-86.946279,1600,3035.294423
-89.781017,1600,3060.562509
-89.07706,1600,3085.693994
-89.951244,1600,3110.988238
-99.18455,1600,3136.410621
-79.247475,1600,3161.674682
-88.708531,1600,3181.696673
-96.397639,1600,3201.840026
-86.775476,1600,3227.222474
-89.613377,1600,3249.597211
-99.021306,1600,3271.717427
-89.920012,1600,3297.02578
-92.321681,1600,3318.262119
-99.029451,1600,3339.301493
-83.71245,1600,3364.714869
-93.989955,1600,3395.668288
-84.972765,1600,3421.001886
-86.813627,1600,3445.309899
-90.143962,1600,3466.352021
-80.713862,1600,3489.541643
-94.039139,1600,3514.920522
-88.223654,1600,3539.275002
-93.458431,1600,3564.581685
-88.8515,1600,3589.140579
-82.775934,1600,3614.416681
-93.623592,1600,3640.023343
-111.542437,71,3640.811737
-83.085347,1600,3666.287316
-93.290946,1600,3691.736681
-86.926024,1600,3717.036636
-79.654281,1600,3747.997314
-88.398175,1600,3773.367472
-77.595474,1600,3798.78819
-113.32984,45,3799.565567
-85.168547,1600,3824.776153
-81.613247,1600,3850.146255
-76.423756,1600,3875.754478
-90.009718,1600,3901.189929
-85.162205,1600,3926.672881
-80.358434,1600,3948.958306
-86.41436,1600,3974.436341
-86.886743,1600,4000.014032
-85.498208,1600,4025.571712
-82.716442,1600,4051.179133
-82.116925,1600,4077.059442
-115.70365,44,4077.831909
-79.471856,1600,4106.804415
-88.320332,1600,4132.48503
-119.453995,71,4133.282641
-82.793487,1600,4158.935591
-75.603012,1600,4184.572069
-85.695514,1600,4210.180584
-83.783939,1600,4235.81222
-85.142092,1600,4260.266053
-105.29952,107,4261.088918
-81.54231,1600,4284.369105
-77.267423,1600,4310.093213
-119.121203,67,4310.887285
-80.46681,1600,4336.612676
-86.600248,1600,4362.137064
-79.757253,1600,4387.902133
-77.440926,1600,4413.367588
