#{"t_start": 1704427637.5223522, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-103.752501,85,0.111629
-291.450878,108,0.153563
-377.005267,121,0.203887
-101.000754,111,0.244699
-80.154487,112,0.286972
-166.120705,90,0.315274
-133.639062,105,0.347102
-288.147103,117,0.384241
-262.34618,139,0.433007
-98.106779,74,0.454198
-394.200192,115,0.491844
-96.32596,91,0.518525
-257.126212,95,0.547836
-427.574101,109,0.581788
-262.480805,93,1.662609
-273.474846,88,1.688638
-84.976595,84,1.714053
-88.904667,120,1.75232
-293.934158,123,1.791493
-172.728222,116,1.82835
-369.422798,113,1.863187
-166.296813,104,1.896867
-366.020111,90,1.924345
-104.323573,114,1.958615
-349.6495,137,2.002917
-115.984808,116,2.04013
-232.020538,154,2.092636
-49.155259,92,2.59445
-254.404316,122,2.632915
-242.78029,86,2.660408
-315.882407,94,2.68808
-162.215278,99,2.717822
-71.119959,80,2.741595
-288.94156,68,2.761993
-375.815337,186,2.833537
-59.794065,80,2.857494
-253.783144,162,2.916572
-138.949532,96,2.946197
-112.569356,124,2.987887
-217.739928,94,3.017651
-267.738023,150,3.063503
-538.516041,100,3.769722
-402.332162,84,3.794679
-47.313053,156,3.851871
-51.862145,65,3.870523
-226.794744,99,3.9013
-308.588194,156,3.957013
-97.324114,89,3.983585
-228.714402,100,4.014431
-247.424853,104,4.047181
-72.776139,107,4.084594
-204.537922,70,4.105878
-37.213694,77,4.128302
-353.320754,109,4.162712
-133.182276,153,4.21443
-395.502076,127,5.213792
-285.325826,169,5.275749
-326.092961,95,5.305419
-125.120437,109,5.339523
13.932423,95,5.368792
-353.289433,122,5.411074
-338.21208,99,5.440568
-90.663858,95,5.470256
-251.137235,121,5.508049
-292.239248,134,5.550972
-416.397876,91,5.580132
-178.009136,184,5.64916
-277.446658,75,5.671323
-298.96805,91,6.33327
-70.942891,70,6.353971
-253.930453,105,6.384462
-355.387432,99,6.414503
-239.410021,87,6.441244
-76.276077,73,6.46418
-114.200373,97,6.493836
-381.904753,207,6.582099
-263.411556,93,6.610241
-103.829736,96,6.638309
-186.808751,80,6.662419
-358.667794,112,6.697683
-438.863572,89,6.723923
-130.712642,83,6.749567
-233.771434,142,6.798099
-119.501049,76,7.82561
-90.182133,94,7.855137
-133.109153,123,7.895305
-305.996725,92,7.921594
-52.910998,161,7.978203
-164.109368,126,8.018908
-30.744676,85,8.043345
-70.754839,85,8.068744
-532.89163,145,8.118136
-282.020759,95,8.958292
-48.981101,136,10.631365
-345.94624,260,13.631595
-21.208505,1000,36.459018
115.119059,727,48.707911
-35.817728,284,51.942911
23.518638,241,54.662451
9.474993,210,57.014801
-129.8715,405,61.636403
-176.69135,573,71.821256
58.277677,1000,84.728797
68.297299,1000,104.775291
-190.725411,456,110.0074
248.48716,477,119.733305
248.907313,494,125.666995
120.119237,1000,147.110273
-118.20356,545,153.459669
207.27605,492,159.222892
234.73954,373,167.933389
203.077497,417,172.830172
234.393491,450,177.914644
244.552667,436,184.68197
214.130828,705,193.321816
84.538624,828,206.45034
27.765614,1000,218.465123
248.010964,414,223.212079
-105.75237,373,238.173439
258.850476,394,242.632413
193.298042,445,247.863809
120.945018,1000,264.945016
3.262544,252,267.731169
250.544517,380,272.066244
-14.749196,174,273.963473
0.896119,230,280.663393
-35.945352,224,283.14225
-12.361731,188,285.206474
209.696781,447,290.356676
279.864285,461,301.694967
283.528312,331,305.438444
172.584895,410,310.191217
247.790257,277,313.267686
-158.811588,374,317.545216
197.184914,402,329.678273
212.611725,611,337.114028
185.529735,477,342.583102
-152.614698,450,350.000199
-218.582545,342,353.87291
-10.0512,167,355.690949
134.043641,1000,370.140911
162.106901,855,380.759217
228.341663,951,393.308714
258.113794,623,400.609535
138.447183,642,411.091817
284.735357,363,415.193468
264.825548,445,420.419567
248.432364,256,428.663646
259.864832,332,432.393942
69.977103,204,434.625036
272.188861,327,438.291906
263.056976,359,442.301416
205.630612,559,452.207
261.284309,328,455.858909
263.472994,250,458.601104
241.653043,263,461.526793
245.50181,299,464.863111
258.949432,290,471.736396
20.302615,379,475.991666
46.130303,93,476.997884
229.206313,640,484.634661
284.795929,414,490.40546
-6.344305,139,491.925627
242.825601,365,496.079588
43.140366,285,499.265463
259.544375,280,502.343016
241.921335,555,510.841228
249.941249,262,513.758989
267.669505,285,516.99333
245.277571,231,519.559796
279.770717,340,523.420969
-24.833831,186,527.978548
-22.658115,203,530.207689
260.825953,414,534.876702
-49.709558,173,536.758024
231.097474,279,539.89504
271.736452,550,550.930746
2.235832,148,552.550159
-4.268069,174,554.461422
206.10706,709,562.685861
238.082803,481,575.861369
221.083862,322,579.496906
233.379222,234,582.091844
-39.597163,186,584.119358
-4.260903,123,585.439289
254.244641,233,587.99202
-10.127118,138,590.635798
-30.180441,133,592.089786
0.057929,139,593.608209
293.359633,241,596.291802
302.275016,627,603.492128
79.780084,1000,622.505073
33.79931,174,624.421273
219.113867,498,630.194479
242.652514,251,635.817736
264.432188,243,638.538306
233.071217,250,641.346734
-56.369865,213,643.69713
-34.101986,213,646.055028
211.658991,292,649.352549
260.125136,856,660.8733
236.698233,586,667.73844
258.006132,370,674.20503
247.342638,435,679.284819
250.970629,544,685.649131
289.426069,327,689.313995
282.889396,279,694.569955
214.917273,482,700.124168
275.791703,414,704.880823
228.436979,308,708.382796
256.679231,231,713.20469
-118.576515,193,715.32855
277.949276,423,720.214713
268.620712,268,723.206519
244.467956,290,726.487742
-31.636287,276,734.230231
269.724757,239,736.87806
222.138675,615,743.971265
262.687305,219,746.401177
-165.16991,385,752.636676
290.399328,413,757.342901
262.453321,211,759.688592
229.321366,212,762.06621
36.247065,225,764.566908
272.134974,312,768.158527
276.558296,362,774.680189
-136.777391,460,780.201651
244.276753,403,784.742567
255.413572,430,793.80124
146.442329,1000,805.638515
49.176305,227,808.154415
243.060621,302,814.040399
270.293635,265,817.015676
241.71249,899,827.687793
280.840168,274,832.477301
252.595533,236,835.142411
254.673767,270,838.183671
269.920694,325,841.856329
258.18591,265,844.840017
71.43502,199,847.053834
274.933435,245,852.438338
15.785911,177,854.402793
297.170991,291,857.646713
275.110962,186,859.723304
267.889104,204,861.988564
251.014815,264,864.95177
240.064795,239,867.643264
271.073107,256,872.762467
283.836045,444,877.861989
4.762499,127,879.268411
-0.320749,325,882.934078
279.023569,405,889.491503
260.503007,200,891.72049
263.849263,213,894.080724
207.008951,617,901.16395
302.419454,298,904.466716
248.37439,214,908.580498
-42.598912,200,910.795692
250.062409,219,913.24852
231.456419,238,915.909588
278.214943,285,919.155185
233.103188,250,921.967227
181.569045,478,930.313668
279.068042,313,933.811084
234.704673,234,936.422574
184.962773,527,942.54833
241.212897,581,951.552325
245.214117,261,954.524792
290.73161,340,958.364563
261.836894,274,961.442447
256.263607,194,963.583006
140.422241,1000,977.366265
43.523379,170,979.247201
184.219989,945,991.655888
258.568586,242,994.400733
-36.244039,298,997.718758
274.937878,239,1000.365645
272.599714,285,1006.13191
227.229293,235,1008.784966
253.839123,677,1016.765845
281.220707,250,1019.548465
257.411042,254,1024.661112
289.400806,326,1028.463594
268.63909,267,1031.495117
240.81219,222,1034.002748
286.646926,275,1037.129696
154.907462,1000,1051.675409
276.107704,263,1054.670913
260.974036,222,1057.162934
279.853,209,1059.471289
275.145799,186,1063.206746
303.57564,299,1066.670984
259.676373,235,1069.344125
252.80999,363,1073.492873
288.021504,272,1076.589131
233.123539,192,1078.74363
