#{"t_start": 1704427645.00161, "env_id": "LunarLanderContinuous-v2"}
r,l,t
-285.697174,93,0.153556
-281.417774,123,0.207417
-56.479074,70,0.233413
-36.57415,84,0.264035
-410.239434,130,0.317514
-439.784637,95,0.347601
-269.424644,74,0.3698
-358.2116,122,0.410703
-220.247631,103,0.443612
-32.458116,90,0.473152
-41.566051,193,0.546377
-266.058031,95,0.571387
-300.636914,109,0.600288
-195.701494,98,0.625052
-49.987888,90,1.134328
-152.435795,95,1.159174
-86.237562,88,1.181343
-395.942413,139,1.219936
-267.903699,150,1.263428
-66.745225,68,1.280164
-117.527535,105,1.307286
-170.683217,107,1.332955
-349.77719,81,1.352949
-81.838794,64,1.367773
-401.687509,111,1.397516
-87.2397,88,1.419272
-48.607487,75,1.437765
-345.791414,179,1.496162
-81.093522,92,1.980625
-279.424414,95,2.006279
-312.858024,116,2.037063
-274.504628,129,2.06996
-209.830583,178,2.124427
-339.827001,89,2.146869
-178.822698,101,2.172929
-313.649806,184,2.230346
-155.533218,67,2.246921
-102.181697,104,2.274306
-378.092754,96,2.297636
-42.888782,77,2.317583
-314.677427,96,2.341623
-61.307294,124,2.377055
-52.363209,77,2.794467
-119.837946,224,2.875081
-200.776968,98,2.901287
-418.615733,78,2.921748
-217.407418,132,2.958998
-149.301312,119,2.991713
-315.451237,177,3.046395
-133.008113,127,3.080802
-492.160409,132,3.121397
-107.861528,99,3.148383
-41.07479,85,3.17026
-217.446939,98,3.195845
-180.59067,87,3.219107
-397.686909,88,3.681405
-194.1948,115,3.712309
-141.809904,112,3.742202
-262.281585,109,3.770985
-187.187621,84,3.792845
-346.609455,114,3.82284
-81.03559,83,3.845595
-181.27703,119,3.878245
-302.053465,158,3.925161
-259.379288,74,3.94344
-144.076717,135,3.981177
-200.931653,112,4.010145
-144.685858,73,4.028235
-175.729587,83,4.049587
-336.570708,88,4.496517
-358.898698,95,4.521559
-253.410241,89,4.546183
-340.551621,91,4.569886
-133.261683,105,4.596532
-289.004528,100,4.622709
-408.447494,93,4.645289
-340.448553,117,4.678034
-396.59083,80,4.69795
-159.852605,79,4.71732
-50.591309,86,4.740085
-359.574292,91,4.762876
-428.665709,83,4.783396
-413.330348,86,4.805326
-366.997985,98,4.829752
-192.239147,83,4.852087
-71.705691,92,5.452015
-595.501849,129,5.487512
-284.281554,88,5.510564
-181.289575,95,5.534994
-442.165324,81,5.556347
-307.460334,112,5.585729
-11.528093,88,5.607415
-109.188105,195,5.672437
-152.658091,155,5.720409
-294.137285,81,6.281561
-144.963508,80,7.367288
23.921821,116,8.95418
-283.394126,180,11.446005
-140.21653,789,31.261493
221.540854,392,35.734944
-104.562952,748,60.472351
192.837182,588,67.692241
227.103666,555,74.212
-183.261505,495,83.818767
11.461723,196,85.964174
-24.86105,355,89.982162
26.114979,176,91.901664
129.262658,640,105.004188
37.200465,165,106.822761
241.135398,409,111.522481
-427.310915,352,115.448854
-305.294259,429,124.701791
77.863425,177,126.642163
199.133845,284,129.802786
228.29627,397,134.330319
276.133962,378,138.599663
244.287554,298,145.546876
251.931423,273,148.574082
232.736508,512,154.610567
225.959321,387,159.025602
255.047654,355,166.650024
265.438533,339,170.437354
206.334588,620,177.570143
242.764993,666,194.264076
-45.441721,1000,206.33465
27.467862,264,215.744217
211.847382,605,222.969878
218.712663,280,226.105738
-57.004462,676,238.949737
243.128937,405,243.498389
11.970653,152,245.146691
-3.716773,141,246.671633
2.901942,131,248.08989
2.989103,140,249.609542
14.79035,128,250.990919
6.907155,108,252.155886
24.567438,125,254.655273
30.394872,170,256.500704
23.390903,176,258.409172
35.71093,138,259.909796
26.3823,133,261.349532
