#{"t_start": 1707335493.4499846, "env_id": "BipedalWalker-v3"}
r,l,t
-99.595425,75,0.245809
-103.299626,67,0.285313
-99.465372,59,0.318483
-102.922965,71,0.355805
-105.821982,56,0.379243
-96.988104,1600,6.698712
-123.405392,113,6.744438
-83.320018,1600,13.884279
-102.746041,67,13.91191
-85.927843,1600,21.100646
-99.229809,125,21.151729
-109.785396,63,21.178635
-98.054049,82,21.212735
-106.705514,60,21.236766
-78.190611,1600,28.372977
-105.063013,74,28.403727
-114.231724,78,28.435872
-117.732946,88,28.472243
-82.378573,1600,42.113388
-102.640813,73,42.144832
-106.271581,73,42.174948
-125.538772,125,42.224102
-81.119352,1600,54.984579
-91.843382,1600,73.305511
-129.451932,1600,91.398424
-100.691913,1600,115.775911
-185.162149,1130,134.311733
-104.496407,64,135.025511
-109.151366,73,135.746813
-111.213582,79,137.12996
-115.526383,1600,161.198451
-56.667961,1600,179.560385
-118.723962,69,180.281651
-126.968256,92,181.022551
-122.870365,86,181.758576
-90.961818,1600,199.806348
-216.656021,1348,215.779006
-116.402705,201,217.920964
-64.576967,1600,242.44091
-66.772908,1600,266.754148
-71.705834,1600,289.973197
-74.392796,1600,319.539386
-62.558052,1600,342.695209
-49.966948,1600,367.003836
-46.938814,1600,385.053378
-42.604349,1600,409.50604
-44.509989,1600,433.853079
-40.848858,1600,458.283901
-36.97252,1600,482.566742
-43.341744,1600,500.586255
-105.970556,107,501.437647
-38.798698,1600,525.196539
-37.855049,1600,549.037615
-32.187883,1600,572.915358
-33.470924,1600,596.849012
-64.73514,1600,620.719679
-75.990989,1600,650.587057
-72.496445,1600,668.934438
-93.063048,97,670.335249
-56.961388,1600,688.578049
-50.599119,1600,706.786441
-23.397055,1600,725.22847
-25.220099,1600,743.320941
-35.987959,1600,766.430377
-27.05798,1600,790.689347
-23.11392,1600,814.994988
-19.427211,1600,839.21285
-30.405806,1600,863.46665
-29.106321,1600,887.861567
-63.568618,1600,912.153629
-20.294824,1600,936.482773
-14.125764,1600,967.291742
-18.333457,1600,991.531228
-20.428711,1600,1015.282355
-25.566062,1600,1039.151803
-16.845016,1600,1063.02218
-17.737242,1600,1086.798361
-16.140913,1600,1110.699375
-14.170109,1600,1134.560131
-22.997483,1600,1158.430153
-25.078011,1600,1182.321521
-15.862487,1600,1206.388251
-17.921628,1600,1226.769153
-17.363046,1600,1251.160722
-14.825619,1600,1275.489784
-15.247436,1600,1299.757354
-18.25523,1600,1330.263562
-18.839402,1600,1354.438767
-16.597314,1600,1378.626005
-16.190786,1600,1402.753866
-14.380819,1600,1426.58794
-24.218685,1600,1450.346727
-119.340386,73,1451.082609
-116.654075,46,1451.795626
-128.233851,91,1452.546026
